pozo,instancia,t_min,p_antes_choke,p_arbol,p_anular,p_gaslift,t_despues_choke,etiqueta
WELL-00022,WELL-00022_20181101193049,1681.5,41.63475,94.75679,94.481,4.33933,52.16087,transitorio
WELL-00022,WELL-00022_20181101193049,1682.0,42.59838,94.72806,94.52697,4.32721,52.04782,transitorio
WELL-00022,WELL-00022_20181101193049,1682.5,43.22414,94.77978,94.59592,4.33327,52.03391,transitorio
WELL-00022,WELL-00022_20181101193049,1683.0,43.20823,94.75679,94.64188,4.31994,52.1687,transitorio
WELL-00022,WELL-00022_20181101193049,1683.5,42.53854,94.77978,94.57293,4.31994,52.28478,transitorio
WELL-00022,WELL-00022_20181101193049,1684.0,41.57035,94.77978,94.43504,4.33327,52.23261,transitorio
WELL-00022,WELL-00022_20181101193049,1684.5,41.46505,94.73381,94.52697,4.31994,52.10652,transitorio
WELL-00022,WELL-00022_20181101193049,1685.0,42.13096,94.73381,94.54995,4.32842,51.93174,transitorio
WELL-00022,WELL-00022_20181101193049,1685.5,42.2999,94.64188,94.45802,4.33327,51.98391,transitorio
WELL-00022,WELL-00022_20181101193049,1686.0,42.15065,94.75679,94.45802,4.31994,52.03609,transitorio
WELL-00022,WELL-00022_20181101193049,1686.5,41.91959,94.73381,94.57294,4.33327,52.02322,transitorio
WELL-00022,WELL-00022_20181101193049,1687.0,41.69762,94.7453,94.60741,4.3466,51.98669,transitorio
WELL-00022,WELL-00022_20181101193049,1687.5,41.80141,94.76828,94.59592,4.31994,51.95017,transitorio
WELL-00022,WELL-00022_20181101193049,1688.0,41.83323,94.71083,94.51547,4.3466,51.91365,transitorio
WELL-00022,WELL-00022_20181101193049,1688.5,42.10823,94.72615,94.56144,4.33569,51.9469,transitorio
WELL-00022,WELL-00022_20181101193049,1689.0,42.54914,94.7453,94.50974,4.33691,51.98789,transitorio
WELL-00022,WELL-00022_20181101193049,1689.5,42.48854,94.72232,94.51548,4.31994,52.02888,transitorio
WELL-00022,WELL-00022_20181101193049,1690.0,42.30444,94.75105,94.50398,4.31994,52.06988,transitorio
WELL-00022,WELL-00022_20181101193049,1690.5,42.64081,94.82574,94.5442,4.32478,52.11087,transitorio
WELL-00022,WELL-00022_20181101193049,1691.0,42.6552,94.72232,94.49249,4.33933,52.12051,transitorio
WELL-00022,WELL-00022_20181101193049,1691.5,42.36202,94.75679,94.56144,4.3466,52.10273,transitorio
WELL-00022,WELL-00022_20181101193049,1692.0,42.10975,94.77978,94.48866,4.3466,52.08494,transitorio
WELL-00022,WELL-00022_20181101193049,1692.5,41.84838,94.71083,94.66486,4.3466,52.06715,transitorio
WELL-00022,WELL-00022_20181101193049,1693.0,41.55899,94.72232,94.63039,4.36842,52.04937,transitorio
WELL-00022,WELL-00022_20181101193049,1693.5,41.58702,94.76828,94.65337,4.32236,52.03158,transitorio
WELL-00022,WELL-00022_20181101193049,1694.0,42.06656,94.75679,94.6189,4.33691,52.01379,transitorio
WELL-00022,WELL-00022_20181101193049,1694.5,42.32262,94.76828,94.58443,4.31994,51.99601,transitorio
WELL-00022,WELL-00022_20181101193049,1695.0,42.18929,94.7453,94.6189,4.32721,51.97974,transitorio
WELL-00022,WELL-00022_20181101193049,1695.5,42.05444,94.7453,94.66486,4.31994,51.97713,transitorio
WELL-00022,WELL-00022_20181101193049,1696.0,41.85823,94.72232,94.66486,4.33206,51.97452,transitorio
WELL-00022,WELL-00022_20181101193049,1696.5,41.85975,94.72232,94.69933,4.31994,51.97191,transitorio
WELL-00022,WELL-00022_20181101193049,1697.0,41.91505,94.70508,94.72806,4.31994,51.98043,transitorio
WELL-00022,WELL-00022_20181101193049,1697.5,42.04383,94.71083,94.73956,4.31994,52.01957,transitorio
WELL-00022,WELL-00022_20181101193049,1698.0,42.10899,94.6821,94.73381,4.31994,52.0587,transitorio
WELL-00022,WELL-00022_20181101193049,1698.5,42.52187,94.71083,94.73381,4.31994,52.09783,transitorio
WELL-00022,WELL-00022_20181101193049,1699.0,42.94611,94.75679,94.73381,4.31994,52.13696,transitorio
WELL-00022,WELL-00022_20181101193049,1699.5,42.6749,94.77595,94.7453,4.31994,52.17609,transitorio
WELL-00022,WELL-00022_20181101193049,1700.0,41.81126,94.75679,94.77977,4.31994,52.18565,transitorio
WELL-00022,WELL-00022_20181101193049,1700.5,41.69081,94.70508,94.73381,4.31994,52.00304,transitorio
WELL-00022,WELL-00022_20181101193049,1701.0,42.33475,94.71083,94.71848,4.31994,51.95739,transitorio
WELL-00022,WELL-00022_20181101193049,1701.5,42.28475,94.66486,94.73381,4.31994,52.00304,transitorio
WELL-00022,WELL-00022_20181101193049,1702.0,41.69535,94.70508,94.73956,4.31994,52.04869,transitorio
WELL-00022,WELL-00022_20181101193049,1702.5,41.10596,94.73381,94.76828,4.31994,51.98652,transitorio
WELL-00022,WELL-00022_20181101193049,1703.0,41.58702,94.72232,94.71083,4.31994,51.83,transitorio
WELL-00022,WELL-00022_20181101193049,1703.5,42.12263,94.76828,94.77977,4.31994,51.89739,transitorio
WELL-00022,WELL-00022_20181101193049,1704.0,42.25975,94.72232,94.76828,4.31994,51.96478,transitorio
WELL-00022,WELL-00022_20181101193049,1704.5,42.23475,94.86021,94.73381,4.31994,52.03217,transitorio
WELL-00022,WELL-00022_20181101193049,1705.0,42.0749,94.71083,94.73381,4.31994,52.09956,transitorio
WELL-00022,WELL-00022_20181101193049,1705.5,41.61732,94.7453,94.73956,4.31994,52.1,transitorio
WELL-00022,WELL-00022_20181101193049,1706.0,41.32717,94.7453,94.69933,4.31994,52.0,transitorio
WELL-00022,WELL-00022_20181101193049,1706.5,41.67263,94.75679,94.72232,4.31994,51.91435,transitorio
WELL-00022,WELL-00022_20181101193049,1707.0,41.9302,94.73381,94.7453,4.31994,51.95782,transitorio
WELL-00022,WELL-00022_20181101193049,1707.5,41.9999,94.75679,94.67635,4.31994,52.0013,transitorio
WELL-00022,WELL-00022_20181101193049,1708.0,41.99156,94.68784,94.67635,4.31994,52.04478,transitorio
WELL-00022,WELL-00022_20181101193049,1708.5,42.19005,94.68784,94.71657,4.31994,52.08826,transitorio
WELL-00022,WELL-00022_20181101193049,1709.0,42.56808,94.7453,94.72232,4.31994,52.12957,transitorio
WELL-00022,WELL-00022_20181101193049,1709.5,42.43096,94.73956,94.7453,4.31994,52.1687,transitorio
WELL-00022,WELL-00022_20181101193049,1710.0,42.10141,94.71083,94.73956,4.31994,52.20782,transitorio
WELL-00022,WELL-00022_20181101193049,1710.5,42.3999,94.72232,94.73381,4.31994,52.15087,transitorio
WELL-00022,WELL-00022_20181101193049,1711.0,42.39383,94.72807,94.72232,4.31994,52.11609,transitorio
WELL-00022,WELL-00022_20181101193049,1711.5,41.92262,94.71083,94.72232,4.31994,52.15522,transitorio
WELL-00022,WELL-00022_20181101193049,1712.0,41.94535,94.70508,94.70508,4.31994,52.17203,transitorio
WELL-00022,WELL-00022_20181101193049,1712.5,42.5855,94.75679,94.76254,4.31994,52.15029,transitorio
WELL-00022,WELL-00022_20181101193049,1713.0,42.83323,94.70508,94.68784,4.31994,52.13435,transitorio
WELL-00022,WELL-00022_20181101193049,1713.5,42.64156,94.76828,94.70508,4.31994,52.19957,transitorio
WELL-00022,WELL-00022_20181101193049,1714.0,42.30596,94.71083,94.7453,4.31994,52.17899,transitorio
WELL-00022,WELL-00022_20181101193049,1714.5,41.62868,94.69933,94.72232,4.31994,52.08333,transitorio
WELL-00022,WELL-00022_20181101193049,1715.0,41.37869,94.7453,94.71083,4.31994,52.01,transitorio
WELL-00022,WELL-00022_20181101193049,1715.5,41.74611,94.72232,94.7453,4.31994,52.01,transitorio
WELL-00022,WELL-00022_20181101193049,1716.0,42.35823,94.77212,94.69359,4.31994,52.01,transitorio
WELL-00022,WELL-00022_20181101193049,1716.5,42.80217,94.73956,94.73381,4.31994,52.02359,transitorio
WELL-00022,WELL-00022_20181101193049,1717.0,42.93247,94.73956,94.72232,4.31994,52.10511,transitorio
WELL-00022,WELL-00022_20181101193049,1717.5,42.77565,94.73956,94.7453,4.31994,52.18663,transitorio
WELL-00022,WELL-00022_20181101193049,1718.0,42.37717,94.72232,94.73956,4.31994,52.25413,transitorio
WELL-00022,WELL-00022_20181101193049,1718.5,41.93626,94.73956,94.69933,4.31994,52.19543,transitorio
WELL-00022,WELL-00022_20181101193049,1719.0,42.41126,94.74817,94.69359,4.31994,52.13674,transitorio
WELL-00022,WELL-00022_20181101193049,1719.5,42.83626,94.7453,94.7453,4.31994,52.07994,transitorio
WELL-00022,WELL-00022_20181101193049,1720.0,42.7855,94.72232,94.69359,4.31994,52.07808,transitorio
WELL-00022,WELL-00022_20181101193049,1720.5,42.34308,94.75449,94.7453,4.31994,52.07621,transitorio
WELL-00022,WELL-00022_20181101193049,1721.0,42.13854,94.72232,94.71848,4.31994,52.07435,transitorio
WELL-00022,WELL-00022_20181101193049,1721.5,42.40823,94.75679,94.72232,4.31994,52.07248,transitorio
WELL-00022,WELL-00022_20181101193049,1722.0,42.60292,94.7453,94.73956,4.31994,52.07062,transitorio
WELL-00022,WELL-00022_20181101193049,1722.5,42.54914,94.72232,94.72806,4.31994,52.04826,transitorio
WELL-00022,WELL-00022_20181101193049,1723.0,42.30747,94.71083,94.73381,4.31994,52.01565,transitorio
WELL-00022,WELL-00022_20181101193049,1723.5,41.99838,94.73764,94.72806,4.31994,51.98304,transitorio
WELL-00022,WELL-00022_20181101193049,1724.0,42.23854,94.73956,94.71083,4.31994,51.95043,transitorio
WELL-00022,WELL-00022_20181101193049,1724.5,42.3355,94.74071,94.7453,4.31994,51.93217,transitorio
WELL-00022,WELL-00022_20181101193049,1725.0,42.13096,94.72232,94.69933,4.31994,52.04582,transitorio
WELL-00022,WELL-00022_20181101193049,1725.5,42.23247,94.73764,94.73381,4.31994,51.99854,transitorio
WELL-00022,WELL-00022_20181101193049,1726.0,42.05292,94.76828,94.72231,4.31994,51.95125,transitorio
WELL-00022,WELL-00022_20181101193049,1726.5,41.71656,94.73956,94.72232,4.31994,51.90397,transitorio
WELL-00022,WELL-00022_20181101193049,1727.0,41.26656,94.75679,94.70508,4.31994,51.85669,transitorio
WELL-00022,WELL-00022_20181101193049,1727.5,41.77035,94.7453,94.72231,4.31994,51.8094,transitorio
WELL-00022,WELL-00022_20181101193049,1728.0,42.62338,94.73381,94.69933,4.31994,51.78522,transitorio
WELL-00022,WELL-00022_20181101193049,1728.5,42.90065,94.70508,94.71083,4.31994,51.87652,transitorio
WELL-00022,WELL-00022_20181101193049,1729.0,42.67717,94.71083,94.74147,4.31994,51.96783,transitorio
WELL-00022,WELL-00022_20181101193049,1729.5,42.14914,94.7453,94.76828,4.31994,52.05913,transitorio
WELL-00022,WELL-00022_20181101193049,1730.0,41.85747,94.74989,94.73381,4.31994,52.09971,transitorio
WELL-00022,WELL-00022_20181101193049,1730.5,42.35217,94.73956,94.72231,4.31994,52.03884,transitorio
WELL-00022,WELL-00022_20181101193049,1731.0,42.75975,94.72232,94.7453,4.31994,51.98196,transitorio
WELL-00022,WELL-00022_20181101193049,1731.5,42.82868,94.79127,94.72231,4.31994,52.04065,transitorio
WELL-00022,WELL-00022_20181101193049,1732.0,42.67414,94.71083,94.69933,4.31994,52.09935,transitorio
WELL-00022,WELL-00022_20181101193049,1732.5,42.21656,94.77977,94.73381,4.30203,52.15804,transitorio
WELL-00022,WELL-00022_20181101193049,1733.0,41.7105,94.76828,94.74913,4.28411,52.08855,transitorio
WELL-00022,WELL-00022_20181101193049,1733.5,41.44232,94.77977,94.73956,4.31994,52.01464,transitorio
WELL-00022,WELL-00022_20181101193049,1734.0,41.58929,94.77403,94.73956,4.31994,51.94072,transitorio
WELL-00022,WELL-00022_20181101193049,1734.5,41.88929,94.7453,94.72231,4.31994,51.86681,transitorio
WELL-00022,WELL-00022_20181101193049,1735.0,42.06656,94.73956,94.7453,4.31994,51.83913,transitorio
WELL-00022,WELL-00022_20181101193049,1735.5,41.9052,94.7453,94.73381,4.29907,51.8913,transitorio
WELL-00022,WELL-00022_20181101193049,1736.0,41.89914,94.73764,94.73381,4.31266,51.94348,transitorio
WELL-00022,WELL-00022_20181101193049,1736.5,41.98247,94.76828,94.73381,4.31266,51.99565,transitorio
WELL-00022,WELL-00022_20181101193049,1737.0,41.77944,94.75105,94.76829,4.31266,52.02116,transitorio
WELL-00022,WELL-00022_20181101193049,1737.5,41.77111,94.7453,94.76828,4.30418,52.02333,transitorio
WELL-00022,WELL-00022_20181101193049,1738.0,41.99156,94.71083,94.7453,4.30539,52.02551,transitorio
WELL-00022,WELL-00022_20181101193049,1738.5,41.99384,94.7453,94.73381,4.31994,52.02768,transitorio
WELL-00022,WELL-00022_20181101193049,1739.0,42.28475,94.73956,94.76828,4.28236,52.02985,transitorio
WELL-00022,WELL-00022_20181101193049,1739.5,42.89081,94.73381,94.73381,4.31266,52.09492,transitorio
WELL-00022,WELL-00022_20181101193049,1740.0,42.96504,94.72232,94.7453,4.27994,52.16449,transitorio
WELL-00022,WELL-00022_20181101193049,1740.5,42.33323,94.81425,94.69933,4.27994,52.19826,transitorio
WELL-00022,WELL-00022_20181101193049,1741.0,41.41505,94.77977,94.76254,4.27994,52.18848,transitorio
WELL-00022,WELL-00022_20181101193049,1741.5,41.08096,94.75105,94.72231,4.28721,51.97326,transitorio
WELL-00022,WELL-00022_20181101193049,1742.0,41.81202,94.71083,94.69933,4.30175,51.92312,transitorio
WELL-00022,WELL-00022_20181101193049,1742.5,42.64005,94.71083,94.73956,4.27994,51.9992,transitorio
WELL-00022,WELL-00022_20181101193049,1743.0,42.96656,94.72232,94.73381,4.31872,52.07529,transitorio
WELL-00022,WELL-00022_20181101193049,1743.5,42.73323,94.68784,94.70508,4.27994,52.15137,transitorio
WELL-00022,WELL-00022_20181101193049,1744.0,42.12717,94.7453,94.77403,4.27994,52.22746,transitorio
WELL-00022,WELL-00022_20181101193049,1744.5,41.63777,94.72232,94.72232,4.28115,52.14804,transitorio
WELL-00022,WELL-00022_20181101193049,1745.0,41.72944,94.76829,94.69933,4.3066,52.06326,transitorio
WELL-00022,WELL-00022_20181101193049,1745.5,41.85217,94.71083,94.71848,4.30175,51.97848,transitorio
WELL-00022,WELL-00022_20181101193049,1746.0,41.83777,94.69933,94.68784,4.31024,51.98814,transitorio
WELL-00022,WELL-00022_20181101193049,1746.5,42.32338,94.7137,94.7453,4.31994,52.0083,transitorio
WELL-00022,WELL-00022_20181101193049,1747.0,42.44535,94.75679,94.68784,4.3163,52.02846,transitorio
WELL-00022,WELL-00022_20181101193049,1747.5,42.11808,94.77212,94.69933,4.29812,52.04862,transitorio
WELL-00022,WELL-00022_20181101193049,1748.0,42.52187,94.7453,94.68784,4.27994,52.06878,transitorio
WELL-00022,WELL-00022_20181101193049,1748.5,42.58702,94.7453,94.69933,4.29206,52.08893,transitorio
WELL-00022,WELL-00022_20181101193049,1749.0,42.29156,94.69934,94.73956,4.27994,52.10909,transitorio
WELL-00022,WELL-00022_20181101193049,1749.5,42.24763,94.7453,94.6821,4.27994,52.12925,transitorio
WELL-00022,WELL-00022_20181101193049,1750.0,42.4855,94.75296,94.73381,4.27994,52.07304,transitorio
WELL-00022,WELL-00022_20181101193049,1750.5,42.2605,94.7453,94.73381,4.30175,52.08935,transitorio
WELL-00022,WELL-00022_20181101193049,1751.0,42.17338,94.71083,94.69933,4.31388,52.12957,transitorio
WELL-00022,WELL-00022_20181101193049,1751.5,42.36353,94.73668,94.73381,4.3163,52.03461,transitorio
WELL-00022,WELL-00022_20181101193049,1752.0,42.37262,94.7453,94.73956,4.31994,52.07113,transitorio
WELL-00022,WELL-00022_20181101193049,1752.5,42.38171,94.75679,94.7453,4.28721,52.10765,transitorio
WELL-00022,WELL-00022_20181101193049,1753.0,42.24383,94.7453,94.69933,4.31994,52.14417,transitorio
WELL-00022,WELL-00022_20181101193049,1753.5,42.46581,94.69934,94.69933,4.31266,52.1329,transitorio
WELL-00022,WELL-00022_20181101193049,1754.0,42.72111,94.73381,94.76254,4.3163,52.08507,transitorio
WELL-00022,WELL-00022_20181101193049,1754.5,42.5749,94.72232,94.73381,4.30539,52.05812,transitorio
WELL-00022,WELL-00022_20181101193049,1755.0,42.39004,94.76829,94.73381,4.3195,52.08855,transitorio
WELL-00022,WELL-00022_20181101193049,1755.5,42.30217,94.71083,94.73956,4.31619,52.11898,transitorio
WELL-00022,WELL-00022_20181101193049,1756.0,42.09383,94.70508,94.73381,4.31288,52.05948,transitorio
WELL-00022,WELL-00022_20181101193049,1756.5,41.90898,94.72232,94.7453,4.30958,51.99687,transitorio
WELL-00022,WELL-00022_20181101193049,1757.0,42.17565,94.75679,94.72232,4.31024,51.93426,transitorio
WELL-00022,WELL-00022_20181101193049,1757.5,42.64383,94.75105,94.72232,4.31994,51.88609,transitorio
WELL-00022,WELL-00022_20181101193049,1758.0,42.60898,94.73956,94.68784,4.29933,51.93174,transitorio
WELL-00022,WELL-00022_20181101193049,1758.5,42.37414,94.75296,94.7453,4.31266,51.97739,transitorio
WELL-00022,WELL-00022_20181101193049,1759.0,42.38929,94.75105,94.69933,4.28721,52.02304,transitorio
WELL-00022,WELL-00022_20181101193049,1759.5,42.42035,94.7453,94.72231,4.31994,52.0687,transitorio
WELL-00022,WELL-00022_20181101193049,1760.0,42.1249,94.71083,94.7453,4.30684,52.05383,transitorio
WELL-00022,WELL-00022_20181101193049,1760.5,41.61732,94.72232,94.76254,4.28503,51.986,transitorio
WELL-00022,WELL-00022_20181101193049,1761.0,41.6302,94.69244,94.73381,4.31994,51.91817,transitorio
WELL-00022,WELL-00022_20181101193049,1761.5,42.19308,94.6955,94.75105,4.31994,51.85035,transitorio
WELL-00022,WELL-00022_20181101193049,1762.0,42.33171,94.73764,94.72232,4.31994,51.88022,transitorio
WELL-00022,WELL-00022_20181101193049,1762.5,42.3249,94.73381,94.73956,4.31994,51.95196,transitorio
WELL-00022,WELL-00022_20181101193049,1763.0,42.23854,94.71082,94.72231,4.31994,52.0237,transitorio
WELL-00022,WELL-00022_20181101193049,1763.5,42.10596,94.73381,94.75105,4.31994,52.04339,transitorio
WELL-00022,WELL-00022_20181101193049,1764.0,42.0552,94.76828,94.68784,4.3066,52.03296,transitorio
WELL-00022,WELL-00022_20181101193049,1764.5,41.83739,94.75679,94.70699,4.31994,52.02252,transitorio
WELL-00022,WELL-00022_20181101193049,1765.0,41.86429,94.7453,94.7453,4.30721,52.01208,transitorio
WELL-00022,WELL-00022_20181101193049,1765.5,42.1749,94.72232,94.73381,4.27994,51.96826,transitorio
WELL-00022,WELL-00022_20181101193049,1766.0,42.04308,94.7453,94.72232,4.31509,51.93395,transitorio
WELL-00022,WELL-00022_20181101193049,1766.5,42.35292,94.77977,94.73381,4.3066,51.94876,transitorio
WELL-00022,WELL-00022_20181101193049,1767.0,42.48096,94.82574,94.72231,4.28721,51.96358,transitorio
WELL-00022,WELL-00022_20181101193049,1767.5,42.11429,94.89182,94.72232,4.29448,51.97839,transitorio
WELL-00022,WELL-00022_20181101193049,1768.0,42.09838,94.86021,94.69359,4.27994,51.99321,transitorio
WELL-00022,WELL-00022_20181101193049,1768.5,41.94383,94.83149,94.76828,4.27994,52.00802,transitorio
WELL-00022,WELL-00022_20181101193049,1769.0,41.43323,94.77977,94.75679,4.27994,51.98965,transitorio
WELL-00022,WELL-00022_20181101193049,1769.5,41.48929,94.7453,94.69933,4.27994,51.96617,transitorio
WELL-00022,WELL-00022_20181101193049,1770.0,42.10975,94.73956,94.70508,4.27994,51.9427,transitorio
WELL-00022,WELL-00022_20181101193049,1770.5,42.2749,94.67176,94.69359,4.27994,51.92696,transitorio
WELL-00022,WELL-00022_20181101193049,1771.0,42.29876,94.80276,94.70508,4.27994,52.08,transitorio
WELL-00022,WELL-00022_20181101193049,1771.5,42.25065,94.90044,94.73381,4.27994,52.08,transitorio
WELL-00022,WELL-00022_20181101193049,1772.0,42.04156,94.91766,94.73381,4.27994,52.08,transitorio
WELL-00022,WELL-00022_20181101193049,1772.5,42.08929,94.83723,94.68784,4.27994,52.07963,transitorio
WELL-00022,WELL-00022_20181101193049,1773.0,41.99914,94.7453,94.73381,4.27994,52.07777,transitorio
WELL-00022,WELL-00022_20181101193049,1773.5,41.90899,94.79127,94.73381,4.27994,52.0759,transitorio
WELL-00022,WELL-00022_20181101193049,1774.0,42.19232,94.84872,94.73381,4.27994,52.07404,transitorio
WELL-00022,WELL-00022_20181101193049,1774.5,42.4499,94.84872,94.68784,4.27994,52.07217,transitorio
WELL-00022,WELL-00022_20181101193049,1775.0,42.19535,94.88319,94.76828,4.27994,52.07031,transitorio
WELL-00022,WELL-00022_20181101193049,1775.5,41.91808,94.88319,94.73381,4.27994,52.11891,transitorio
WELL-00022,WELL-00022_20181101193049,1776.0,41.97414,94.8717,94.72232,4.27994,52.09454,transitorio
WELL-00022,WELL-00022_20181101193049,1776.5,42.24156,94.87553,94.74147,4.27994,52.00739,transitorio
WELL-00022,WELL-00022_20181101193049,1777.0,42.10899,94.81425,94.72232,4.27994,52.02044,transitorio
WELL-00022,WELL-00022_20181101193049,1777.5,42.04687,94.76828,94.73381,4.27994,52.03348,transitorio
WELL-00022,WELL-00022_20181101193049,1778.0,42.26429,94.7453,94.72232,4.2834,52.04652,transitorio
WELL-00022,WELL-00022_20181101193049,1778.5,42.48853,94.75679,94.70508,4.28859,52.05957,transitorio
WELL-00022,WELL-00022_20181101193049,1779.0,42.32035,94.75679,94.70508,4.29379,52.07522,transitorio
WELL-00022,WELL-00022_20181101193049,1779.5,42.06429,94.91766,94.70508,4.29898,52.1013,transitorio
WELL-00022,WELL-00022_20181101193049,1780.0,41.96959,94.81425,94.73381,4.30418,52.12739,transitorio
WELL-00022,WELL-00022_20181101193049,1780.5,42.33853,94.75967,94.7453,4.27994,52.11435,transitorio
WELL-00022,WELL-00022_20181101193049,1781.0,42.53399,94.79126,94.70699,4.27994,52.09696,transitorio
WELL-00022,WELL-00022_20181101193049,1781.5,42.55671,94.79127,94.76254,4.27994,52.10565,transitorio
WELL-00022,WELL-00022_20181101193049,1782.0,42.63323,94.79127,94.73381,4.27994,52.13174,transitorio
WELL-00022,WELL-00022_20181101193049,1782.5,42.40292,94.71083,94.70508,4.27994,52.15783,transitorio
WELL-00022,WELL-00022_20181101193049,1783.0,42.19384,94.7453,94.70508,4.27994,52.18391,transitorio
WELL-00022,WELL-00022_20181101193049,1783.5,42.41126,94.71083,94.57293,4.27994,52.12,transitorio
WELL-00022,WELL-00022_20181101193049,1784.0,42.21581,94.75105,94.72232,4.27994,52.06217,transitorio
WELL-00022,WELL-00022_20181101193049,1784.5,41.60899,94.66486,94.69933,4.27994,52.11435,transitorio
WELL-00022,WELL-00022_20181101193049,1785.0,41.7552,94.71083,94.71848,4.27994,52.06152,transitorio
WELL-00022,WELL-00022_20181101193049,1785.5,42.58247,94.71083,94.69071,4.27994,51.98761,transitorio
WELL-00022,WELL-00022_20181101193049,1786.0,42.83323,94.73956,94.73381,4.27994,52.03326,transitorio
WELL-00022,WELL-00022_20181101193049,1786.5,42.71959,94.68784,94.71082,4.27994,52.07891,transitorio
WELL-00022,WELL-00022_20181101193049,1787.0,42.58854,94.73381,94.72232,4.27994,52.12087,transitorio
WELL-00022,WELL-00022_20181101193049,1787.5,42.36656,94.75679,94.71082,4.27994,52.12957,transitorio
WELL-00022,WELL-00022_20181101193049,1788.0,42.67414,94.74147,94.75679,4.27994,52.13826,transitorio
WELL-00022,WELL-00022_20181101193049,1788.5,42.71202,94.73381,94.71082,4.29569,52.14696,transitorio
WELL-00022,WELL-00022_20181101193049,1789.0,42.2105,94.68784,94.71082,4.27963,52.15565,transitorio
WELL-00022,WELL-00022_20181101193049,1789.5,41.84838,94.68784,94.68784,4.27872,52.09478,transitorio
WELL-00022,WELL-00022_20181101193049,1790.0,42.38626,94.73381,94.68784,4.27781,51.96435,transitorio
WELL-00022,WELL-00022_20181101193049,1790.5,42.67187,94.73381,94.66486,4.2769,51.97734,transitorio
WELL-00022,WELL-00022_20181101193049,1791.0,42.44989,94.73381,94.75679,4.276,51.99527,transitorio
WELL-00022,WELL-00022_20181101193049,1791.5,42.33171,94.74147,94.72232,4.27509,52.01321,transitorio
WELL-00022,WELL-00022_20181101193049,1792.0,42.76883,94.73381,94.68784,4.27418,52.03114,transitorio
WELL-00022,WELL-00022_20181101193049,1792.5,42.79459,94.68784,94.75679,4.27327,52.04908,transitorio
WELL-00022,WELL-00022_20181101193049,1793.0,42.1999,94.68784,94.72232,4.27236,52.06701,transitorio
WELL-00022,WELL-00022_20181101193049,1793.5,41.80141,94.75679,94.73381,4.27145,52.02435,transitorio
WELL-00022,WELL-00022_20181101193049,1794.0,41.79763,94.77978,94.72232,4.27054,51.96957,transitorio
WELL-00022,WELL-00022_20181101193049,1794.5,42.10747,94.73381,94.77978,4.26963,51.91478,transitorio
WELL-00022,WELL-00022_20181101193049,1795.0,42.45747,94.75679,94.75679,4.26872,51.86,transitorio
WELL-00022,WELL-00022_20181101193049,1795.5,42.51884,94.74913,94.76828,4.26781,51.92783,transitorio
WELL-00022,WELL-00022_20181101193049,1796.0,42.57262,94.77978,94.75679,4.26691,51.99565,transitorio
WELL-00022,WELL-00022_20181101193049,1796.5,42.61959,94.73381,94.70316,4.27994,52.06348,transitorio
WELL-00022,WELL-00022_20181101193049,1797.0,42.54308,94.75679,94.71082,4.27994,52.11131,transitorio
WELL-00022,WELL-00022_20181101193049,1797.5,41.91959,94.84872,94.68784,4.27994,52.05913,transitorio
WELL-00022,WELL-00022_20181101193049,1798.0,41.39232,94.77978,94.75679,4.27994,52.00696,transitorio
WELL-00022,WELL-00022_20181101193049,1798.5,41.54156,94.73381,94.68784,4.27994,51.82217,transitorio
WELL-00022,WELL-00022_20181101193049,1799.0,42.08096,94.75679,94.75679,4.27994,51.84391,transitorio
WELL-00022,WELL-00022_20181101193049,1799.5,42.3855,94.77978,94.75679,4.27994,51.86565,transitorio
WELL-00022,WELL-00022_20181101193049,1800.0,42.44232,94.75679,94.72232,4.27994,51.91956,transitorio
WELL-00022,WELL-00022_20181101193049,1800.5,42.24232,94.89468,94.71082,4.27994,51.98152,transitorio
WELL-00022,WELL-00022_20181101193049,1801.0,42.00899,94.98662,94.68784,4.27994,52.04348,transitorio
WELL-00022,WELL-00022_20181101193049,1801.5,42.13777,94.98662,94.68784,4.27994,51.97392,transitorio
WELL-00022,WELL-00022_20181101193049,1802.0,42.07489,94.98662,94.71082,4.27994,52.01203,transitorio
WELL-00022,WELL-00022_20181101193049,1802.5,41.84081,94.84872,94.75679,4.27994,52.05551,transitorio
WELL-00022,WELL-00022_20181101193049,1803.0,41.86353,94.96363,94.71082,4.27994,52.01957,transitorio
WELL-00022,WELL-00022_20181101193049,1803.5,41.41808,94.64188,94.75679,4.27994,51.94391,transitorio
WELL-00022,WELL-00022_20181101193049,1804.0,41.19156,94.89468,94.75679,4.27994,51.86826,transitorio
WELL-00022,WELL-00022_20181101193049,1804.5,42.1105,94.75679,94.73381,4.27994,51.79261,transitorio
WELL-00022,WELL-00022_20181101193049,1805.0,42.62035,94.77978,94.75679,4.27994,51.89956,transitorio
WELL-00022,WELL-00022_20181101193049,1805.5,42.23247,94.88319,94.77978,4.27994,52.04305,transitorio
WELL-00022,WELL-00022_20181101193049,1806.0,41.57489,94.98662,94.75679,4.27569,52.06652,transitorio
WELL-00022,WELL-00022_20181101193049,1806.5,41.50899,95.0096,94.71082,4.27994,51.985,transitorio
WELL-00022,WELL-00022_20181101193049,1807.0,42.16581,94.91766,94.72232,4.27436,51.90348,transitorio
WELL-00022,WELL-00022_20181101193049,1807.5,42.59838,94.89468,94.77978,4.26709,51.92493,transitorio
