pozo,PROF,GR,RHOB,NPHI,DTC,RDEP,LITH,es_reservorio
15/9-13,1730.9,64.97,1.9697,0.5451,143.85,0.679,Shale,0
15/9-13,1731.05,68.96,1.9743,0.5161,143.84,0.682,Shale,0
15/9-13,1731.2,68.6,1.988,0.5031,143.29,0.682,Shale,0
15/9-13,1731.35,67.19,1.9998,0.4983,142.44,0.68,Shale,0
15/9-13,1731.5,61.44,2.0046,0.5086,141.89,0.678,Shale,0
15/9-13,1731.66,67.73,2.0038,0.5013,141.05,0.674,Shale,0
15/9-13,1731.81,68.71,2.001,0.4893,140.16,0.673,Shale,0
15/9-13,1731.96,70.78,2.0016,0.4652,139.39,0.673,Shale,0
15/9-13,1732.11,62.7,2.0079,0.4512,138.55,0.673,Shale,0
15/9-13,1732.26,57.16,2.0127,0.4694,138.41,0.677,Shale,0
15/9-13,1732.42,53.78,2.014,0.5184,137.21,0.685,Shale,0
15/9-13,1732.57,53.24,2.0154,0.53,135.76,0.698,Shale,0
15/9-13,1732.72,55.89,2.0198,0.504,135.47,0.718,Shale,0
15/9-13,1732.87,54.39,2.0319,0.4762,134.93,0.741,Sandstone,1
15/9-13,1733.02,50.0,2.046,0.5134,133.49,0.772,Sandstone,1
15/9-13,1733.18,45.55,2.0794,0.5281,126.11,0.794,Sandstone,1
15/9-13,1733.33,42.25,2.1457,0.522,116.98,0.787,Sandstone,1
15/9-13,1733.48,43.51,2.2055,0.5027,116.27,0.771,Sandstone,1
15/9-13,1733.63,44.05,2.1759,0.523,121.26,0.765,Sandstone,1
15/9-13,1733.78,49.08,2.0521,0.5287,129.8,0.761,Sandstone,1
15/9-13,1733.94,56.13,1.9279,0.5199,140.92,0.764,Shale,0
15/9-13,1734.09,66.11,1.8484,0.4981,146.15,0.753,Shale,0
15/9-13,1734.24,68.81,1.8362,0.4778,146.14,0.719,Shale,0
15/9-13,1734.39,70.43,1.8747,0.4619,145.63,0.694,Shale,0
15/9-13,1734.54,68.43,1.9332,0.4611,145.06,0.686,Shale,0
15/9-13,1734.7,72.41,1.9787,0.466,142.8,0.688,Shale,0
15/9-13,1734.85,73.16,2.0001,0.4699,142.0,0.7,Shale,0
15/9-13,1735.0,70.68,2.0112,0.4801,144.23,0.715,Shale,0
15/9-13,1735.15,66.63,2.0106,0.505,144.92,0.723,Shale,0
15/9-13,1735.3,65.3,2.0044,0.5093,145.27,0.725,Shale,0
15/9-13,1735.46,70.93,1.9978,0.4828,145.12,0.72,Shale,0
15/9-13,1735.61,71.12,1.9982,0.4605,144.48,0.71,Shale,0
15/9-13,1735.76,69.67,2.0042,0.457,144.13,0.706,Shale,0
15/9-13,1735.91,65.66,2.0094,0.4658,144.88,0.705,Shale,0
15/9-13,1736.06,70.76,2.0147,0.4724,145.18,0.705,Shale,0
15/9-13,1736.22,70.6,2.0216,0.4673,144.94,0.711,Shale,0
15/9-13,1736.37,74.0,2.0343,0.4812,138.05,0.721,Shale,0
15/9-13,1736.52,67.01,2.0568,0.484,127.89,0.729,Shale,0
15/9-13,1736.67,61.58,2.1263,0.4638,122.06,0.731,Shale,0
15/9-13,1736.82,58.38,2.2162,0.4278,117.84,0.731,Shale,0
15/9-13,1736.98,63.97,2.224,0.404,119.68,0.728,Shale,0
15/9-13,1737.13,70.54,2.1212,0.4262,128.16,0.722,Shale,0
15/9-13,1737.28,72.66,2.022,0.4399,137.98,0.715,Shale,0
15/9-13,1737.43,76.32,1.9923,0.4527,143.01,0.701,Shale,0
15/9-13,1737.58,80.82,2.0042,0.4635,144.24,0.682,Shale,0
15/9-13,1737.74,82.04,2.016,0.4866,144.13,0.664,Shale,0
15/9-13,1737.89,80.56,2.0221,0.4901,143.45,0.653,Shale,0
15/9-13,1738.04,81.0,2.0264,0.4944,143.78,0.652,Shale,0
15/9-13,1738.19,78.95,2.0285,0.5176,144.77,0.653,Shale,0
15/9-13,1738.34,76.81,2.0281,0.542,144.04,0.657,Shale,0
15/9-13,1738.5,70.36,2.0289,0.5565,144.23,0.662,Shale,0
15/9-13,1738.65,71.59,2.03,0.5624,144.3,0.67,Shale,0
15/9-13,1738.8,66.99,2.0245,0.5341,144.35,0.681,Shale,0
15/9-13,1738.95,67.47,2.0125,0.5105,144.95,0.694,Shale,0
15/9-13,1739.1,62.76,1.9994,0.5132,147.6,0.709,Shale,0
15/9-13,1739.26,64.66,1.9944,0.5458,149.95,0.72,Shale,0
15/9-13,1739.41,65.09,1.9886,0.5621,149.49,0.726,Shale,0
15/9-13,1739.56,66.58,1.9838,0.5292,149.69,0.727,Shale,0
15/9-13,1739.71,66.26,1.9789,0.4931,147.58,0.728,Shale,0
15/9-13,1739.86,71.22,1.9746,0.4871,144.63,0.726,Shale,0
15/9-13,1740.02,79.33,1.9774,0.4915,144.82,0.724,Shale,0
15/9-13,1740.17,81.01,1.9805,0.5108,141.37,0.723,Shale,0
15/9-13,1740.32,75.41,1.989,0.5008,135.57,0.726,Shale,0
15/9-13,1740.47,67.5,1.986,0.4813,135.31,0.728,Shale,0
15/9-13,1740.62,62.33,1.9829,0.4865,138.19,0.728,Shale,0
15/9-13,1740.78,62.58,1.9807,0.4961,143.06,0.728,Shale,0
15/9-13,1740.93,66.36,1.98,0.5172,143.12,0.726,Shale,0
15/9-13,1741.08,69.48,1.9857,0.5058,143.04,0.721,Shale,0
15/9-13,1741.23,71.28,1.9899,0.5301,142.86,0.721,Shale,0
15/9-13,1741.38,72.72,2.0002,0.5396,143.53,0.719,Shale,0
15/9-13,1741.54,70.02,1.9987,0.5667,143.71,0.718,Shale,0
15/9-13,1741.69,65.55,1.9982,0.5604,144.25,0.715,Shale,0
15/9-13,1741.84,60.71,1.997,0.5394,144.88,0.711,Shale,0
15/9-13,1741.99,65.04,2.0091,0.4843,144.74,0.705,Shale,0
15/9-13,1742.14,68.62,2.0167,0.4606,144.89,0.702,Shale,0
15/9-13,1742.3,77.49,2.0129,0.4541,145.02,0.699,Shale,0
15/9-13,1742.45,77.6,2.0011,0.483,145.17,0.697,Shale,0
15/9-13,1742.6,80.11,1.9903,0.4943,145.3,0.696,Shale,0
15/9-13,1742.75,69.67,1.9961,0.5724,145.97,0.693,Shale,0
15/9-13,1742.9,68.67,2.0057,0.5918,146.2,0.688,Shale,0
15/9-13,1743.06,71.89,2.0142,0.5814,146.52,0.681,Shale,0
15/9-13,1743.21,78.73,2.0123,0.5203,146.84,0.672,Shale,0
15/9-13,1743.36,81.52,2.0112,0.5196,145.97,0.665,Shale,0
15/9-13,1743.51,76.81,2.0134,0.5264,144.21,0.659,Shale,0
15/9-13,1743.66,70.32,2.0218,0.5069,141.71,0.649,Shale,0
15/9-13,1743.82,67.97,2.0283,0.4748,142.07,0.641,Shale,0
15/9-13,1743.97,68.83,2.0344,0.4721,142.38,0.645,Shale,0
15/9-13,1744.12,69.23,2.0329,0.4833,142.86,0.652,Shale,0
15/9-13,1744.27,68.85,2.0245,0.495,142.16,0.667,Shale,0
15/9-13,1744.42,71.63,2.0202,0.4941,132.42,0.689,Shale,0
15/9-13,1744.58,69.66,2.02,0.5097,110.02,0.695,Shale,0
15/9-13,1744.73,64.71,2.0356,0.4912,99.67,0.686,Shale,0
15/9-13,1744.88,63.21,2.0495,0.4863,98.05,0.683,Shale,0
15/9-13,1745.03,64.33,2.0497,0.4662,106.8,0.683,Shale,0
15/9-13,1745.18,70.82,2.0302,0.4939,128.35,0.685,Shale,0
15/9-13,1745.34,68.31,2.007,0.5065,137.92,0.687,Shale,0
15/9-13,1745.49,75.36,1.9988,0.5178,142.38,0.667,Shale,0
15/9-13,1745.64,69.36,2.0033,0.5165,143.96,0.639,Shale,0
15/9-13,1745.79,68.01,2.0046,0.5076,144.36,0.626,Shale,0
15/9-13,1745.94,69.09,2.0065,0.5124,144.4,0.622,Shale,0
15/9-13,1746.1,74.56,2.0039,0.4984,144.19,0.62,Shale,0
15/9-13,1746.25,74.0,2.0072,0.4754,144.44,0.621,Shale,0
15/9-13,1746.4,71.69,2.0111,0.4582,144.08,0.62,Shale,0
15/9-13,1746.55,74.67,2.013,0.4732,143.76,0.625,Shale,0
15/9-13,1746.7,77.67,2.015,0.5222,143.42,0.634,Shale,0
15/9-13,1746.86,71.69,2.0195,0.5657,142.15,0.639,Shale,0
15/9-13,1747.01,70.39,2.0189,0.5905,140.49,0.641,Shale,0
15/9-13,1747.16,67.61,2.0125,0.5929,138.54,0.654,Shale,0
15/9-13,1747.31,73.52,2.0015,0.5633,128.09,0.671,Shale,0
15/9-13,1747.46,71.18,2.0054,0.5173,127.15,0.695,Shale,0
15/9-13,1747.62,74.12,2.0135,0.5019,127.76,0.735,Shale,0
15/9-13,1747.77,66.21,2.0676,0.4948,128.85,0.761,Shale,0
15/9-13,1747.92,62.51,2.1443,0.4747,126.89,0.758,Shale,0
15/9-13,1748.07,56.26,2.2115,0.4307,124.5,0.755,Shale,0
15/9-13,1748.22,63.73,2.1518,0.4439,126.89,0.76,Shale,0
15/9-13,1748.38,69.36,2.0725,0.4694,135.98,0.765,Shale,0
15/9-13,1748.53,75.69,2.0158,0.4727,136.01,0.775,Shale,0
15/9-13,1748.68,76.72,2.009,0.4742,142.28,0.763,Shale,0
15/9-13,1748.83,76.21,2.0116,0.5049,143.85,0.718,Shale,0
15/9-13,1748.98,71.84,2.0111,0.5304,145.16,0.686,Shale,0
15/9-13,1749.14,69.78,2.0178,0.5295,144.87,0.672,Shale,0
15/9-13,1749.29,71.47,2.0226,0.5038,144.28,0.664,Shale,0
15/9-13,1749.44,75.76,2.0271,0.5043,146.89,0.664,Shale,0
15/9-13,1749.59,80.54,2.0206,0.4773,147.66,0.671,Shale,0
15/9-13,1749.74,82.57,2.0171,0.4753,147.78,0.677,Shale,0
15/9-13,1749.9,80.17,2.0101,0.4623,147.75,0.683,Shale,0
15/9-13,1750.05,76.96,2.0061,0.4561,147.1,0.692,Shale,0
15/9-13,1750.2,76.17,2.0059,0.4619,146.52,0.702,Shale,0
15/9-13,1750.35,76.88,2.0119,0.4615,146.83,0.714,Shale,0
15/9-13,1750.5,73.11,2.0154,0.4395,146.75,0.721,Shale,0
15/9-13,1750.66,71.66,2.0156,0.421,146.04,0.73,Shale,0
15/9-13,1750.81,70.99,2.0144,0.4406,145.77,0.734,Shale,0
15/9-13,1750.96,74.56,2.0173,0.4824,145.25,0.738,Shale,0
15/9-13,1751.11,75.39,2.0193,0.503,144.51,0.737,Shale,0
15/9-13,1751.26,77.67,2.0147,0.5053,145.48,0.734,Shale,0
15/9-13,1751.42,72.58,2.0013,0.5628,146.01,0.73,Shale,0
15/9-13,1751.57,73.26,1.9876,0.6144,146.41,0.729,Shale,0
15/9-13,1751.72,72.3,1.9769,0.6246,147.3,0.731,Shale,0
15/9-13,1751.87,73.49,1.9801,0.5789,147.48,0.734,Shale,0
15/9-13,1752.02,75.31,1.9875,0.5271,147.68,0.737,Shale,0
15/9-13,1752.18,73.37,1.9923,0.498,146.61,0.745,Shale,0
15/9-13,1752.33,72.9,1.9923,0.4699,145.75,0.749,Shale,0
15/9-13,1752.48,71.2,2.0001,0.4887,145.87,0.752,Shale,0
15/9-13,1752.63,69.28,2.0042,0.4924,146.13,0.75,Shale,0
15/9-13,1752.78,70.23,1.9987,0.5082,146.98,0.744,Shale,0
15/9-13,1752.94,70.76,1.9874,0.4828,147.16,0.738,Shale,0
15/9-13,1753.09,77.43,1.9849,0.4888,146.47,0.733,Shale,0
15/9-13,1753.24,84.42,1.9965,0.5187,145.91,0.73,Shale,0
15/9-13,1753.39,84.26,2.0077,0.5315,145.65,0.728,Shale,0
15/9-13,1753.54,77.07,2.0091,0.5241,145.92,0.727,Shale,0
15/9-13,1753.7,71.16,1.9915,0.4978,146.34,0.729,Shale,0
15/9-13,1753.85,73.7,1.9864,0.4791,146.53,0.732,Shale,0
15/9-13,1754.0,77.98,1.9866,0.4776,147.02,0.738,Shale,0
15/9-13,1754.15,75.81,1.9962,0.506,146.87,0.744,Shale,0
15/9-13,1754.3,72.68,1.9946,0.5479,146.5,0.75,Shale,0
15/9-13,1754.46,74.34,1.981,0.5597,146.1,0.756,Shale,0
15/9-13,1754.61,78.43,1.9766,0.5476,146.09,0.755,Shale,0
15/9-13,1754.76,80.77,1.9818,0.5271,145.34,0.753,Shale,0
15/9-13,1754.91,74.05,2.0,0.5234,145.16,0.75,Shale,0
15/9-13,1755.06,75.62,2.0027,0.5327,145.22,0.749,Shale,0
15/9-13,1755.22,75.07,1.9921,0.5439,144.31,0.749,Shale,0
15/9-13,1755.37,77.14,1.9809,0.5204,145.31,0.755,Shale,0
15/9-13,1755.52,74.83,1.9767,0.4691,145.67,0.763,Shale,0
15/9-13,1755.67,70.02,1.9803,0.4353,145.14,0.772,Shale,0
15/9-13,1755.82,68.04,1.9923,0.4596,144.32,0.775,Shale,0
15/9-13,1755.98,69.84,2.0077,0.482,144.6,0.772,Shale,0
15/9-13,1756.13,76.42,2.0212,0.4881,145.23,0.767,Shale,0
15/9-13,1756.28,80.94,2.0213,0.5034,146.16,0.765,Shale,0
15/9-13,1756.43,79.46,2.0171,0.5393,146.85,0.765,Shale,0
15/9-13,1756.58,74.22,2.0157,0.5562,147.29,0.762,Shale,0
15/9-13,1756.74,73.49,2.0124,0.5781,147.41,0.756,Shale,0
15/9-13,1756.89,72.19,2.0101,0.5689,147.55,0.753,Shale,0
15/9-13,1757.04,78.18,2.0029,0.5625,147.84,0.754,Shale,0
15/9-13,1757.19,82.21,1.9963,0.5164,147.45,0.761,Shale,0
15/9-13,1757.34,87.26,1.9917,0.5011,146.81,0.766,Shale,0
15/9-13,1757.5,81.36,1.9875,0.5096,146.95,0.771,Shale,0
15/9-13,1757.65,80.14,1.9851,0.5138,147.19,0.776,Shale,0
15/9-13,1757.8,81.75,1.9824,0.4916,146.19,0.781,Shale,0
15/9-13,1757.95,88.46,1.9812,0.4934,145.95,0.789,Shale,0
15/9-13,1758.1,85.64,1.9845,0.4971,145.75,0.795,Shale,0
15/9-13,1758.26,79.05,1.989,0.5063,146.03,0.795,Shale,0
15/9-13,1758.41,75.4,1.9909,0.4894,146.95,0.79,Shale,0
15/9-13,1758.56,74.91,1.9897,0.4942,147.25,0.782,Shale,0
15/9-13,1758.71,77.83,1.9895,0.5263,146.76,0.774,Shale,0
15/9-13,1758.86,77.99,1.9906,0.5335,146.18,0.769,Shale,0
15/9-13,1759.02,82.98,1.9901,0.5176,145.88,0.765,Shale,0
15/9-13,1759.17,85.41,1.996,0.5043,146.5,0.759,Shale,0
15/9-13,1759.32,86.66,2.0061,0.5147,147.41,0.754,Shale,0
15/9-13,1759.47,84.96,2.017,0.5186,147.64,0.75,Shale,0
15/9-13,1759.62,81.54,2.0165,0.5095,147.59,0.752,Shale,0
15/9-13,1759.78,77.81,2.0061,0.4918,146.76,0.765,Shale,0
15/9-13,1759.93,73.83,1.994,0.5015,145.93,0.79,Shale,0
15/9-13,1760.08,76.35,1.9898,0.5062,145.07,0.813,Shale,0
15/9-13,1760.23,78.43,1.9939,0.5139,143.58,0.828,Shale,0
15/9-13,1760.38,77.66,2.0024,0.5175,143.33,0.835,Shale,0
15/9-13,1760.54,77.36,2.0026,0.5125,142.99,0.838,Shale,0
15/9-13,1760.69,82.82,1.9987,0.5068,143.02,0.841,Shale,0
15/9-13,1760.84,88.69,1.9948,0.4948,144.33,0.842,Shale,0
15/9-13,1760.99,90.67,1.9951,0.4913,145.41,0.829,Shale,0
15/9-13,1761.14,83.44,1.9948,0.5074,146.93,0.802,Shale,0
15/9-13,1761.3,79.63,1.9916,0.5293,147.16,0.771,Shale,0
15/9-13,1761.45,77.11,1.9906,0.5579,147.17,0.747,Shale,0
15/9-13,1761.6,81.2,1.9882,0.5526,147.87,0.731,Shale,0
15/9-13,1761.75,80.79,1.9782,0.5344,147.39,0.724,Shale,0
15/9-13,1761.9,79.13,1.9707,0.4999,146.68,0.718,Shale,0
15/9-13,1762.06,77.59,1.9722,0.4997,146.45,0.712,Shale,0
15/9-13,1762.21,77.94,1.9735,0.5086,147.28,0.71,Shale,0
15/9-13,1762.36,80.37,1.9706,0.5074,147.16,0.71,Shale,0
15/9-13,1762.51,78.22,1.9734,0.5067,147.04,0.706,Shale,0
15/9-13,1762.66,82.8,1.9836,0.5057,146.8,0.705,Shale,0
15/9-13,1762.82,89.66,1.9933,0.5195,146.09,0.705,Shale,0
15/9-13,1762.97,95.86,1.9979,0.5213,146.32,0.705,Shale,0
15/9-13,1763.12,99.97,1.9929,0.5279,146.33,0.703,Shale,0
15/9-13,1763.27,97.85,1.9959,0.546,146.32,0.701,Shale,0
15/9-13,1763.42,91.81,2.0004,0.5652,146.33,0.7,Shale,0
15/9-13,1763.58,82.36,2.0022,0.5652,145.97,0.703,Shale,0
15/9-13,1763.73,76.13,1.9948,0.5391,145.73,0.709,Shale,0
15/9-13,1763.88,75.29,1.9868,0.5274,146.89,0.719,Shale,0
15/9-13,1764.03,80.14,1.9858,0.5384,148.66,0.727,Shale,0
15/9-13,1764.18,84.17,1.987,0.5633,148.59,0.736,Shale,0
15/9-13,1764.34,88.5,1.985,0.5463,148.24,0.742,Shale,0
15/9-13,1764.49,88.39,1.9861,0.5347,147.2,0.745,Shale,0
15/9-13,1764.64,88.22,1.9841,0.5247,145.9,0.745,Shale,0
15/9-13,1764.79,85.1,1.977,0.5446,145.73,0.746,Shale,0
15/9-13,1764.94,82.31,1.9703,0.5497,146.18,0.747,Shale,0
15/9-13,1765.1,79.18,1.9677,0.5263,146.55,0.746,Shale,0
15/9-13,1765.25,79.11,1.9707,0.4934,147.13,0.744,Shale,0
15/9-13,1765.4,77.51,1.9743,0.4667,147.72,0.744,Shale,0
15/9-13,1765.55,79.77,1.9812,0.4694,148.09,0.742,Shale,0
15/9-13,1765.7,81.65,1.9921,0.4839,147.44,0.742,Shale,0
15/9-13,1765.86,85.1,2.0013,0.5001,146.95,0.741,Shale,0
15/9-13,1766.01,82.86,2.0112,0.507,146.58,0.738,Shale,0
15/9-13,1766.16,83.85,2.0128,0.5055,147.12,0.734,Shale,0
15/9-13,1766.31,85.07,2.0024,0.4927,148.05,0.73,Shale,0
15/9-13,1766.46,87.72,1.9881,0.4823,148.33,0.725,Shale,0
15/9-13,1766.62,87.14,1.9806,0.496,148.68,0.72,Shale,0
15/9-13,1766.77,83.58,1.9849,0.5177,148.49,0.714,Shale,0
15/9-13,1766.92,79.8,1.994,0.5302,147.59,0.706,Shale,0
15/9-13,1767.07,77.56,2.0049,0.5186,147.19,0.698,Shale,0
15/9-13,1767.22,76.7,2.017,0.5071,147.16,0.69,Shale,0
15/9-13,1767.38,76.58,2.0223,0.5174,147.38,0.683,Shale,0
15/9-13,1767.53,75.83,2.0195,0.5291,147.18,0.678,Shale,0
15/9-13,1767.68,78.8,2.0114,0.5275,147.48,0.677,Shale,0
15/9-13,1767.83,80.77,2.0054,0.5254,146.87,0.677,Shale,0
15/9-13,1767.98,81.22,2.0023,0.5207,145.94,0.68,Shale,0
15/9-13,1768.14,76.99,1.9952,0.5032,145.85,0.683,Shale,0
15/9-13,1768.29,76.03,1.9788,0.4643,145.31,0.687,Shale,0
15/9-13,1768.44,78.17,1.9628,0.4477,145.47,0.694,Shale,0
15/9-13,1768.59,80.81,1.9545,0.4917,145.49,0.701,Shale,0
15/9-13,1768.74,79.58,1.956,0.5499,146.77,0.707,Shale,0
15/9-13,1768.9,76.36,1.9565,0.5598,147.13,0.711,Shale,0
15/9-13,1769.05,76.64,1.9542,0.5404,147.58,0.71,Shale,0
15/9-13,1769.2,78.71,1.9551,0.5294,147.11,0.708,Shale,0
15/9-13,1769.35,82.43,1.9641,0.5411,146.41,0.703,Shale,0
15/9-13,1769.5,83.96,1.9801,0.5311,146.33,0.697,Shale,0
15/9-13,1769.66,84.54,1.995,0.508,146.43,0.69,Shale,0
15/9-13,1769.81,84.16,2.0032,0.5027,146.96,0.679,Shale,0
15/9-13,1769.96,83.43,1.9994,0.5221,146.73,0.668,Shale,0
15/9-13,1770.11,82.53,1.9893,0.5434,146.37,0.658,Shale,0
15/9-13,1770.26,82.16,1.9824,0.5492,147.04,0.653,Shale,0
15/9-13,1770.42,84.75,1.981,0.5512,146.95,0.648,Shale,0
15/9-13,1770.57,84.11,1.9676,0.5432,147.74,0.643,Shale,0
15/9-13,1770.72,81.62,1.9336,0.5291,148.49,0.638,Shale,0
15/9-13,1770.87,79.01,1.9005,0.525,149.0,0.635,Shale,0
15/9-13,1771.02,77.46,1.9052,0.5408,149.07,0.635,Shale,0
15/9-13,1771.18,73.56,1.9417,0.5498,148.36,0.639,Shale,0
15/9-13,1771.33,72.29,1.9768,0.5461,146.92,0.647,Shale,0
15/9-13,1771.48,79.73,1.9959,0.5378,145.57,0.656,Shale,0
15/9-13,1771.63,90.51,2.0139,0.5289,144.87,0.663,Shale,0
15/9-13,1771.78,95.05,2.023,0.5128,145.68,0.667,Shale,0
15/9-13,1771.94,90.69,2.0185,0.4855,145.85,0.67,Shale,0
15/9-13,1772.09,88.52,2.0098,0.4887,145.25,0.673,Shale,0
15/9-13,1772.24,85.05,2.0096,0.5115,145.33,0.672,Shale,0
15/9-13,1772.39,84.87,2.0173,0.5209,145.27,0.67,Shale,0
15/9-13,1772.54,83.59,2.0219,0.5192,146.04,0.666,Shale,0
15/9-13,1772.7,83.89,2.026,0.5148,145.91,0.661,Shale,0
15/9-13,1772.85,84.2,2.0315,0.5329,145.75,0.658,Shale,0
15/9-13,1773.0,82.42,2.0339,0.5525,145.34,0.659,Shale,0
15/9-13,1773.15,84.81,2.0287,0.5554,144.96,0.661,Shale,0
15/9-13,1773.3,87.07,2.0203,0.5618,145.18,0.661,Shale,0
15/9-13,1773.46,87.99,2.0135,0.5626,145.64,0.66,Shale,0
15/9-13,1773.61,87.98,2.0111,0.5661,145.54,0.659,Shale,0
15/9-13,1773.76,87.29,2.0128,0.555,145.3,0.66,Shale,0
15/9-13,1773.91,82.72,2.013,0.5342,144.1,0.66,Shale,0
15/9-13,1774.06,78.78,2.008,0.5309,144.77,0.658,Shale,0
15/9-13,1774.22,81.05,1.9928,0.549,146.91,0.653,Shale,0
15/9-13,1774.37,85.73,1.9802,0.5724,147.87,0.647,Shale,0
15/9-13,1774.52,85.92,1.979,0.5686,147.99,0.643,Shale,0
15/9-13,1774.67,81.9,1.9827,0.5476,147.24,0.64,Shale,0
15/9-13,1774.82,79.75,1.9908,0.5321,146.48,0.638,Shale,0
15/9-13,1774.98,78.74,2.0066,0.5324,146.14,0.64,Shale,0
15/9-13,1775.13,76.28,2.0232,0.5344,146.64,0.647,Shale,0
15/9-13,1775.28,76.25,2.0244,0.5252,146.99,0.651,Shale,0
15/9-13,1775.43,78.19,2.0186,0.5022,147.04,0.655,Shale,0
15/9-13,1775.58,82.63,2.014,0.4764,147.22,0.663,Shale,0
15/9-13,1775.74,88.84,2.012,0.4687,147.0,0.674,Shale,0
15/9-13,1775.89,92.37,2.0111,0.4796,146.28,0.688,Shale,0
15/9-13,1776.04,94.88,2.0113,0.4881,145.45,0.702,Shale,0
15/9-13,1776.19,94.51,2.0156,0.4854,144.79,0.715,Shale,0
15/9-13,1776.34,91.44,2.02,0.4742,144.29,0.723,Shale,0
15/9-13,1776.5,86.88,2.0272,0.4846,142.91,0.723,Shale,0
15/9-13,1776.65,82.0,2.0347,0.5226,143.41,0.719,Shale,0
15/9-13,1776.8,79.41,2.039,0.5472,144.42,0.709,Shale,0
15/9-13,1776.95,76.38,2.0394,0.5403,145.91,0.695,Shale,0
15/9-13,1777.1,73.27,2.0293,0.5193,147.66,0.685,Shale,0
15/9-13,1777.26,71.28,2.0046,0.5117,146.96,0.677,Shale,0
15/9-13,1777.41,70.36,1.9758,0.5155,147.27,0.668,Shale,0
15/9-13,1777.56,71.01,1.9545,0.5279,147.6,0.663,Shale,0
15/9-13,1777.71,72.87,1.9541,0.543,147.29,0.664,Shale,0
15/9-13,1777.86,77.73,1.9756,0.544,146.37,0.668,Shale,0
15/9-13,1778.02,81.71,2.0051,0.5222,145.39,0.679,Shale,0
15/9-13,1778.17,80.31,2.0206,0.5217,145.39,0.693,Shale,0
15/9-13,1778.32,75.36,2.0099,0.5432,145.23,0.704,Shale,0
15/9-13,1778.47,72.61,1.996,0.5567,145.3,0.706,Shale,0
15/9-13,1778.62,72.61,1.9997,0.5515,145.63,0.7,Shale,0
15/9-13,1778.78,73.04,2.0119,0.5451,144.61,0.689,Shale,0
15/9-13,1778.93,70.1,2.0128,0.527,143.75,0.672,Shale,0
15/9-13,1779.08,71.05,1.9989,0.4919,143.16,0.659,Shale,0
15/9-13,1779.23,72.04,1.9871,0.4568,143.4,0.649,Shale,0
15/9-13,1779.38,70.39,1.9891,0.4602,143.75,0.641,Shale,0
15/9-13,1779.54,66.48,1.9988,0.487,144.32,0.631,Shale,0
15/9-13,1779.69,60.54,2.0091,0.5096,145.37,0.624,Shale,0
15/9-13,1779.84,58.09,2.0135,0.5212,145.81,0.62,Shale,0
15/9-13,1779.99,57.46,2.0059,0.5155,146.18,0.619,Shale,0
15/9-13,1780.14,59.86,1.9986,0.4924,146.9,0.625,Shale,0
15/9-13,1780.3,65.23,1.9965,0.4662,146.42,0.635,Shale,0
15/9-13,1780.45,68.45,1.9989,0.4515,146.09,0.642,Shale,0
15/9-13,1780.6,70.77,2.0006,0.4629,145.43,0.649,Shale,0
15/9-13,1780.75,69.96,1.9988,0.4953,144.56,0.655,Shale,0
15/9-13,1780.9,73.25,1.9972,0.5267,144.46,0.659,Shale,0
15/9-13,1781.06,73.68,2.0013,0.5579,144.7,0.664,Shale,0
15/9-13,1781.21,72.44,2.0121,0.5719,144.37,0.671,Shale,0
15/9-13,1781.36,69.91,2.0226,0.5456,144.58,0.673,Shale,0
15/9-13,1781.51,67.11,2.0286,0.5053,144.85,0.671,Shale,0
15/9-13,1781.66,66.44,2.0283,0.4728,144.81,0.666,Shale,0
15/9-13,1781.82,66.26,2.0225,0.4724,144.53,0.661,Shale,0
15/9-13,1781.97,67.8,2.0149,0.4927,144.57,0.657,Shale,0
15/9-13,1782.12,71.29,2.0058,0.5033,144.66,0.657,Shale,0
15/9-13,1782.27,71.14,1.9984,0.5274,145.28,0.658,Shale,0
15/9-13,1782.42,69.25,1.9908,0.5545,146.15,0.658,Shale,0
15/9-13,1782.58,63.57,1.9766,0.5626,146.52,0.658,Shale,0
15/9-13,1782.73,62.8,1.9553,0.5317,146.48,0.66,Shale,0
15/9-13,1782.88,63.35,1.9436,0.4818,146.83,0.662,Shale,0
15/9-13,1783.03,69.02,1.9501,0.4696,146.73,0.667,Shale,0
15/9-13,1783.18,72.85,1.9803,0.4855,146.71,0.672,Shale,0
15/9-13,1783.34,74.55,2.0025,0.4881,146.73,0.675,Shale,0
15/9-13,1783.49,73.55,2.0176,0.4926,146.61,0.676,Shale,0
15/9-13,1783.64,75.45,2.0269,0.5011,146.11,0.673,Shale,0
15/9-13,1783.79,74.64,2.0344,0.5321,145.47,0.667,Shale,0
15/9-13,1783.94,72.71,2.0429,0.5592,145.03,0.661,Shale,0
15/9-13,1784.1,69.2,2.0494,0.5778,145.04,0.653,Shale,0
15/9-13,1784.25,71.96,2.0439,0.5818,145.65,0.646,Shale,0
15/9-13,1784.4,74.8,2.0294,0.5799,146.11,0.64,Shale,0
15/9-13,1784.55,75.73,2.0149,0.5697,146.35,0.638,Shale,0
15/9-13,1784.7,74.88,2.0126,0.5347,146.3,0.639,Shale,0
15/9-13,1784.86,72.19,2.0176,0.4895,146.28,0.644,Shale,0
15/9-13,1785.01,72.77,2.0195,0.4878,145.82,0.65,Shale,0
15/9-13,1785.16,72.7,2.0139,0.54,145.34,0.654,Shale,0
15/9-13,1785.31,72.82,2.0076,0.5871,145.4,0.656,Shale,0
